Automated.name	clean_annotation_name	clean_annotation_name_fixed	Plot_Module	Label_Name	module
c102447-g2 1-to-1 MON2 MON2 homolog, regulator of endosome-to-Golgi trafficking	MON2	MON2	FALSE	FALSE	Vesicular trafficking
c102466-g2 (aldo-keto reductase family 1, member) - emapper OG	aldo-ketoreductasefamily1,member	aldo-ketoreductasefamily1,member	FALSE	FALSE	Metabolism
c102469-g1 1-to-2 ATG4D,ATG4C autophagy related 4D cysteine peptidase	ATG4D,ATG4C	ATG4D,ATG4C	FALSE	FALSE	Vesicular trafficking
c5351-g1 1-to-1 DNAH2 dynein axonemal heavy chain 2	NA	NA	FALSE	FALSE	Regulation of ciliary function
c102472-g1 1-to-1 ANKRD27 ankyrin repeat domain 27	ANKRD27	ANKRD27	TRUE	FALSE	Regulation of adhesion complexes
c102472-g1 1-to-1 ANKRD27 ankyrin repeat domain 27	ANKRD27	ANKRD27	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102479-g1 1-to-1 SDE2 SDE2 telomere maintenance homolog	SDE2	SDE2	FALSE	FALSE	RNA processing
c102483-g1 1-to-1 RBM17 RNA binding motif protein 17	RBM17	RBM17	FALSE	FALSE	RNA processing
c104943-g1 1-to-1 DNAJC13 DnaJ heat shock protein family (Hsp40) member C13	NA	NA	FALSE	FALSE	Vesicular trafficking
c102500-g1 1-to-1 MAT2B methionine adenosyltransferase 2B	MAT2B	MAT2B	FALSE	FALSE	Regulation of cell cycle
c102504-g1 1-to-1 HBS1L HBS1 like translational GTPase	HBS1L	HBS1L	FALSE	FALSE	RNA processing
c102514-g3 LMP2, Epstein-Barr virus (strain B95-8)	LMP2,	LMP2	FALSE	FALSE	Regulation of adhesion complexes
c102522-g1 NRCAM (Cell adhesion molecule) - emapper OG	NRCAM	NRCAM	FALSE	FALSE	Regulation of inflammation
c102529-g2 1-to-1 GUCY1B3 guanylate cyclase 1 soluble subunit beta	GUCY1B3	GUCY1B3	TRUE	TRUE	NO signaling
c100964-g1 DNMBP (dynamin binding protein) - emapper OG	NA	NA	TRUE	FALSE	Actin network assembly
c100964-g1 DNMBP (dynamin binding protein) - emapper OG	NA	NA	TRUE	FALSE	Cdc42 GTPase signaling
c100964-g1 DNMBP (dynamin binding protein) - emapper OG	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c102542-g1 hs-CEP83,ODF2,RABEP2,CCDC77,CCDC102A,OPTN	CEP83,ODF2,RABEP2,CCDC77,CCDC102A,OPTN	CEP83,ODF2,RABEP2,CCDC77,CCDC102A,OPTN	FALSE	FALSE	Regulation of ciliary function
c102542-g1 hs-CEP83,ODF2,RABEP2,CCDC77,CCDC102A,OPTN	CEP83,ODF2,RABEP2,CCDC77,CCDC102A,OPTN	CEP83,ODF2,RABEP2,CCDC77,CCDC102A,OPTN	FALSE	FALSE	Vesicular trafficking
c102549-g2 IBTK (inhibitor of Bruton agammaglobulinemia tyrosine kinase) - emapper OG	IBTK	IBTK	FALSE	FALSE	Regulation of calcium signaling
c102549-g2 IBTK (inhibitor of Bruton agammaglobulinemia tyrosine kinase) - emapper OG	IBTK	IBTK	FALSE	FALSE	Regulation of inflammation
c102550-g1 PCM1 (Pericentriolar material 1) - emapper OG	PCM1	PCM1	FALSE	FALSE	Microtubule dynamics
c102550-g1 PCM1 (Pericentriolar material 1) - emapper OG	PCM1	PCM1	FALSE	FALSE	Regulation of ciliary function
c104495-g1 DOCK4 (dedicator of cyto-kinesis) - emapper OG	NA	NA	FALSE	FALSE	Rac1 GTPase signaling
c104495-g1 DOCK4 (dedicator of cyto-kinesis) - emapper OG	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c102554-g1 1-to-1 BICC1 BicC family RNA binding protein 1	BICC1	BICC1	FALSE	FALSE	RNA processing
c102557-g1 PLA2G6 (phospholipase A2 group VI) - blastp	PLA2G6	PLA2G6	TRUE	FALSE	Metabolism
c102557-g1 PLA2G6 (phospholipase A2 group VI) - blastp	PLA2G6	PLA2G6	TRUE	FALSE	Phospholipid signaling
c102558-g1 1-to-1 TTC28 tetratricopeptide repeat domain 28	TTC28	TTC28	FALSE	FALSE	Microtubule dynamics
c102558-g3 (Cation efflux family) - emapper OG	Cationeffluxfamily	Cationeffluxfamily	FALSE	FALSE	Plasma membrane transporter
c102562-g2 MYO22 (MYSc) - emapper OG	MYO22	MYO22	TRUE	FALSE	Actomyosin contractility
c102572-g2 1-to-1 SCP2 sterol carrier protein 2	SCP2	SCP2	TRUE	FALSE	Phospholipid signaling
c102572-g2 1-to-1 SCP2 sterol carrier protein 2	SCP2	SCP2	TRUE	FALSE	Vesicular trafficking
c102583-g2 1-to-2 LRBA,NBEA LPS responsive beige-like anchor protein	LRBA,NBEA	LRBA,NBEA	FALSE	FALSE	Regulation of inflammation
c102583-g2 1-to-2 LRBA,NBEA LPS responsive beige-like anchor protein	LRBA,NBEA	LRBA,NBEA	FALSE	FALSE	Vesicular trafficking
c103999-g1 1-to-1 DOK1 docking protein 1	NA	NA	FALSE	FALSE	Ras GTPase signaling
c102592-g2 1-to-2 CCNL1,CCNL2 cyclin L1	CCNL1,CCNL2	CCNL1,CCNL2	FALSE	FALSE	Regulation of cell cycle
c102596-g1 1-to-1 NEK8 NIMA related kinase 8	NEK8	NEK8	FALSE	FALSE	Regulation of cell cycle
c102596-g1 1-to-1 NEK8 NIMA related kinase 8	NEK8	NEK8	FALSE	FALSE	Regulation of ciliary function
c81641-g1 4-to-1 DOK1 docking protein 1	NA	NA	FALSE	FALSE	Ras GTPase signaling
c102605-g1 hs-AP1AR	AP1AR	AP1AR	FALSE	FALSE	Vesicular trafficking
c102607-g1 1-to-3 DOCK10,DOCK11,DOCK9 dedicator of cytokinesis 10	DOCK10,DOCK11,DOCK9	DOCK10,DOCK11,DOCK9	TRUE	FALSE	Cdc42 GTPase signaling
c102607-g1 1-to-3 DOCK10,DOCK11,DOCK9 dedicator of cytokinesis 10	DOCK10,DOCK11,DOCK9	DOCK10,DOCK11,DOCK9	TRUE	FALSE	Rac1 GTPase signaling
c102607-g1 1-to-3 DOCK10,DOCK11,DOCK9 dedicator of cytokinesis 10	DOCK10,DOCK11,DOCK9	DOCK10,DOCK11,DOCK9	TRUE	FALSE	Rho signaling
c102610-g1 1-to-2 LMCD1,TES LIM and cysteine rich domains 1	LMCD1,TES	LMCD1,TES	TRUE	FALSE	Differentiation (muscle cell related)
c102208-g1 2-to-1 DOK7 docking protein 7	NA	NA	TRUE	FALSE	Differentiation (muscle cell related)
c102208-g1 2-to-1 DOK7 docking protein 7	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c102618-g1 1-to-2 PDE8B,PDE8A phosphodiesterase 8B	PDE8B,PDE8A	PDE8B,PDE8A	FALSE	FALSE	Regulation of adhesion complexes
c102618-g1 1-to-2 PDE8B,PDE8A phosphodiesterase 8B	PDE8B,PDE8A	PDE8B,PDE8A	FALSE	FALSE	Regulation of calcium signaling
c102618-g2 R3HDM1 (R3H domain containing 1) - blastp	R3HDM1	R3HDM1	FALSE	FALSE	RNA processing
c102620-g1 1-to-1 NEMF nuclear export mediator factor	NEMF	NEMF	FALSE	FALSE	RNA processing
c102624-g1 1-to-3 IGF2BP3,IGF2BP1,IGF2BP2 insulin like growth factor 2 mRNA binding protein 3	IGF2BP3,IGF2BP1,IGF2BP2	IGF2BP3,IGF2BP1,IGF2BP2	FALSE	FALSE	RNA processing
c102630-g3 1-to-1 LZTFL1 leucine zipper transcription factor like 1	LZTFL1	LZTFL1	FALSE	FALSE	Regulation of ciliary function
c102630-g3 1-to-1 LZTFL1 leucine zipper transcription factor like 1	LZTFL1	LZTFL1	FALSE	FALSE	Vesicular trafficking
c80303-g1 E4, Human papillomavirus 31	NA	NA	FALSE	FALSE	Regulation of cell cycle
c102646-g1 1-to-2 MACROD2,MACROD1 MACRO domain containing 2	MACROD2,MACROD1	MACROD2,MACROD1	FALSE	FALSE	Metabolism
c102647-g2 1-to-1 AQR aquarius intron-binding spliceosomal factor	AQR	AQR	FALSE	FALSE	RNA processing
c102650-g1 1-to-1 WDR33 WD repeat domain 33	WDR33	WDR33	FALSE	FALSE	RNA processing
c102660-g1 1-to-3 OSBPL7,OSBPL3,OSBPL6 oxysterol binding protein like 7	OSBPL7,OSBPL3,OSBPL6	OSBPL7,OSBPL3,OSBPL6	TRUE	FALSE	Phospholipid signaling
c102660-g1 1-to-3 OSBPL7,OSBPL3,OSBPL6 oxysterol binding protein like 7	OSBPL7,OSBPL3,OSBPL6	OSBPL7,OSBPL3,OSBPL6	TRUE	FALSE	Vesicular trafficking
c102664-g2 1-to-3 MCF2L2,MCF2,MCF2L MCF.2 cell line derived transforming sequence-like 2	MCF2L2,MCF2,MCF2L	MCF2L2,MCF2,MCF2L	FALSE	FALSE	Cdc42 GTPase signaling
c102664-g2 1-to-3 MCF2L2,MCF2,MCF2L MCF.2 cell line derived transforming sequence-like 2	MCF2L2,MCF2,MCF2L	MCF2L2,MCF2,MCF2L	FALSE	FALSE	RhoA GTPase signaling
c102664-g2 1-to-3 MCF2L2,MCF2,MCF2L MCF.2 cell line derived transforming sequence-like 2	MCF2L2,MCF2,MCF2L	MCF2L2,MCF2,MCF2L	FALSE	FALSE	Rho signaling
c102673-g1 1-to-3 ANK1,ANK3,ANK2 ankyrin 1	ANK1,ANK3,ANK2	ANK1,ANK3,ANK2	TRUE	FALSE	Regulation of adhesion complexes
c102673-g1 1-to-3 ANK1,ANK3,ANK2 ankyrin 1	ANK1,ANK3,ANK2	ANK1,ANK3,ANK2	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c95929-g1 ecl2, Schizosaccharomyces pombe (strain 972 / ATCC..	NA	NA	FALSE	FALSE	MTORC1 signaling
c101596-g1 1-to-1 EEF2K eukaryotic elongation factor 2 kinase	NA	NA	FALSE	FALSE	RNA processing
c102687-g1 1-to-3 DOCK7,DOCK6,DOCK8 dedicator of cytokinesis 7	DOCK7,DOCK6,DOCK8	DOCK7,DOCK6,DOCK8	TRUE	FALSE	Cdc42 GTPase signaling
c102687-g1 1-to-3 DOCK7,DOCK6,DOCK8 dedicator of cytokinesis 7	DOCK7,DOCK6,DOCK8	DOCK7,DOCK6,DOCK8	TRUE	FALSE	Rac1 GTPase signaling
c102687-g1 1-to-3 DOCK7,DOCK6,DOCK8 dedicator of cytokinesis 7	DOCK7,DOCK6,DOCK8	DOCK7,DOCK6,DOCK8	TRUE	FALSE	Rho signaling
c97320-g1 2-to-1 EFHB EF-hand domain family member B	NA	NA	TRUE	FALSE	Regulation of calcium signaling
c102697-g2 1-to-1 PIK3R5 phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	PIK3R5	TRUE	TRUE	GPCR signaling
c102697-g2 1-to-1 PIK3R5 phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	PIK3R5	TRUE	TRUE	Phospholipid signaling
c102697-g2 1-to-1 PIK3R5 phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	PIK3R5	TRUE	TRUE	PI3K signaling
c102697-g2 1-to-1 PIK3R5 phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	PIK3R5	TRUE	TRUE	Rac1 GTPase signaling
c102697-g2 1-to-1 PIK3R5 phosphoinositide-3-kinase regulatory subunit 5	PIK3R5	PIK3R5	TRUE	TRUE	Rho signaling
c102701-g2 hs-EVL,VASP,NUMB,WASL	EVL,VASP,NUMB,WASL	EVL,VASP,NUMB,WASL	TRUE	FALSE	Actin network assembly
c102702-g1 1-to-4 MAST1,MAST3,MAST2,MAST4 microtubule associated serine/threonine kinase 1	MAST1,MAST3,MAST2,MAST4	MAST1,MAST3,MAST2,MAST4	FALSE	FALSE	Microtubule dynamics
c102702-g1 1-to-4 MAST1,MAST3,MAST2,MAST4 microtubule associated serine/threonine kinase 1	MAST1,MAST3,MAST2,MAST4	MAST1,MAST3,MAST2,MAST4	FALSE	FALSE	NO signaling
c100098-g1 EHBP1 (EH domain binding protein) - emapper OG	NA	NA	TRUE	FALSE	Actin network assembly
c100098-g1 EHBP1 (EH domain binding protein) - emapper OG	NA	NA	TRUE	FALSE	Phospholipid signaling
c100098-g1 EHBP1 (EH domain binding protein) - emapper OG	NA	NA	TRUE	FALSE	Vesicular trafficking
c102712-g1 VPS33B (Vacuolar protein sorting 33 homolog) - emapper OG	VPS33B	VPS33B	FALSE	FALSE	Lysosomes
c102712-g1 VPS33B (Vacuolar protein sorting 33 homolog) - emapper OG	VPS33B	VPS33B	FALSE	FALSE	Regulation of inflammation
c102712-g1 VPS33B (Vacuolar protein sorting 33 homolog) - emapper OG	VPS33B	VPS33B	FALSE	FALSE	Vesicular trafficking
c102714-g3 1-to-1 PIK3CG phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	PIK3CG	PIK3CG	FALSE	FALSE	GPCR signaling
c102714-g3 1-to-1 PIK3CG phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	PIK3CG	PIK3CG	FALSE	FALSE	Phospholipid signaling
c102714-g3 1-to-1 PIK3CG phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	PIK3CG	PIK3CG	FALSE	FALSE	PI3K signaling
c102714-g3 1-to-1 PIK3CG phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	PIK3CG	PIK3CG	FALSE	FALSE	Rac1 GTPase signaling
c102714-g3 1-to-1 PIK3CG phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	PIK3CG	PIK3CG	FALSE	FALSE	Rho signaling
c102719-g1 SHANK2 (SH3 and multiple ankyrin repeat domains) - emapper OG	SHANK2	SHANK2	TRUE	TRUE	Post-synaptic scaffold
c102719-g1 SHANK2 (SH3 and multiple ankyrin repeat domains) - emapper OG	SHANK2	SHANK2	TRUE	TRUE	Regulation of calcium signaling
c104532-g2 1-to-1 EIF2AK3 eukaryotic translation initiation factor 2 alpha kinase 3	NA	NA	FALSE	FALSE	Stress-related transcription activity
c102722-g1 1-to-1 SRP72 signal recognition particle 72	SRP72	SRP72	FALSE	FALSE	Exocytosis
c102722-g1 1-to-1 SRP72 signal recognition particle 72	SRP72	SRP72	FALSE	FALSE	Vesicular trafficking
c102723-g1 1-to-2 RASGRF2,RASGRF1 Ras protein specific guanine nucleotide releasing factor 2	RASGRF2,RASGRF1	RASGRF2,RASGRF1	FALSE	FALSE	Ras GTPase signaling
c99299-g1 EIF3J (Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involve	NA	NA	FALSE	FALSE	RNA processing
c102729-g1 3-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	ATP13A2,ATP13A4,ATP13A5,ATP13A3	ATP13A2,ATP13A4,ATP13A5,ATP13A3	FALSE	FALSE	Lysosomal transporter
c102736-g8 1-to-1 DYNC1H1 dynein cytoplasmic 1 heavy chain 1	DYNC1H1	DYNC1H1	FALSE	FALSE	Vesicular trafficking
c97618-g1 1-to-3 EIF4EBP3,EIF4EBP1,EIF4EBP2 eukaryotic translation initiation factor 4E binding protein 3	NA	NA	FALSE	FALSE	RNA processing
c102769-g1 6-to-2 UNC13D,BAIAP3 unc-13 homolog D	UNC13D,BAIAP3	UNC13D,BAIAP3	TRUE	TRUE	Exocytosis
c102769-g1 6-to-2 UNC13D,BAIAP3 unc-13 homolog D	UNC13D,BAIAP3	UNC13D,BAIAP3	TRUE	TRUE	Regulation of calcium signaling
c102769-g1 6-to-2 UNC13D,BAIAP3 unc-13 homolog D	UNC13D,BAIAP3	UNC13D,BAIAP3	TRUE	TRUE	Vesicular trafficking
c102784-g1 1-to-1 ARHGAP39 Rho GTPase activating protein 39	ARHGAP39	ARHGAP39	TRUE	TRUE	Rac1 GTPase signaling
c102784-g1 1-to-1 ARHGAP39 Rho GTPase activating protein 39	ARHGAP39	ARHGAP39	TRUE	TRUE	Rho signaling
c102786-g1 (forkhead box) - emapper OG	forkheadbox	forkheadbox	TRUE	FALSE	Stress-related transcription activity
c97830-g2 1-to-1 ELOB elongin B	NA	NA	FALSE	FALSE	Stress-related transcription activity
c102787-g1 1-to-1 DDX42 DEAD-box helicase 42	DDX42	DDX42	FALSE	FALSE	RNA processing
c102796-g1 2-to-2 WASL,WAS Wiskott-Aldrich syndrome like	WASL,WAS	WASL,WAS	TRUE	TRUE	Actin network assembly
c43264-g1 EPB41L3 (erythrocyte membrane protein band 4.1-like 3) - blastp	NA	NA	FALSE	FALSE	Regulation of cytoskeleton at the membrane
c102810-g1 1-to-2 PSEN1,PSEN2 presenilin 1	PSEN1,PSEN2	PSEN1,PSEN2	TRUE	FALSE	Regulation of calcium signaling
c102823-g1 (Catenin (Cadherin-associated protein)) - emapper OG	CateninCadherin-associatedprotein	CateninCadherin-associatedprotein	TRUE	TRUE	Regulation of adhesion complexes
c103804-g1 EPHB1 (EPH receptor B1) - blastp	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c96325-g1 1-to-1 ERF ETS2 repressor factor	NA	NA	FALSE	FALSE	Regulation of inflammation
c102837-g1 1-to-1 RIPOR1 RHO family interacting cell polarization regulator 1	RIPOR1	RIPOR1	TRUE	FALSE	RhoA GTPase signaling
c102837-g1 1-to-1 RIPOR1 RHO family interacting cell polarization regulator 1	RIPOR1	RIPOR1	TRUE	FALSE	Rho signaling
c102839-g1 ACAP2 (ArfGAP with coiled-coil, ankyrin repeat and PH domains 2) - emapper OG	ACAP2	ACAP2	FALSE	FALSE	Vesicular trafficking
c102851-g1 1-to-2 NBEAL1,NBEAL2 neurobeachin like 1	NBEAL1,NBEAL2	NBEAL1,NBEAL2	FALSE	FALSE	Vesicular trafficking
c102856-g1 1-to-2 CDS1,CDS2 CDP-diacylglycerol synthase 1	CDS1,CDS2	CDS1,CDS2	FALSE	FALSE	Metabolism
c102856-g1 1-to-2 CDS1,CDS2 CDP-diacylglycerol synthase 1	CDS1,CDS2	CDS1,CDS2	FALSE	FALSE	Phospholipid signaling
c102873-g3 GRASP (GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein) - blastp	GRASP	GRASP	TRUE	FALSE	Phospholipid signaling
c102873-g3 GRASP (GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein) - blastp	GRASP	GRASP	TRUE	FALSE	Vesicular trafficking
c102874-g3 FRS3 (fibroblast growth factor receptor substrate) - emapper OG	FRS3	FRS3	FALSE	FALSE	JNK/p38 MAPK signaling
c102887-g1 MAPKAPK2 (mitogen-activated protein kinase-activated protein kinase) - emapper OG	MAPKAPK2	MAPKAPK2	FALSE	FALSE	JNK/p38 MAPK signaling
c102895-g1 OTUD7B (OTU deubiquitinase 7B) - blastp	OTUD7B	OTUD7B	FALSE	FALSE	Regulation of inflammation
c102726-g1 (eukaryotic translation initiation factor) - emapper OG	NA	NA	FALSE	FALSE	RNA processing
c102917-g1 1-to-2 DTNB,DTNA dystrobrevin beta	DTNB,DTNA	DTNB,DTNA	TRUE	FALSE	Regulation of adhesion complexes
c102921-g1 GRB14 (Growth factor receptor-bound protein) - emapper OG	GRB14	GRB14	FALSE	FALSE	Regulation of adhesion complexes
c102930-g2 1-to-1 QRICH2 glutamine rich 2	QRICH2	QRICH2	FALSE	FALSE	Regulation of ciliary function
c102933-g1 1-to-2 HERPUD2,HERPUD1 HERPUD family member 2	HERPUD2,HERPUD1	HERPUD2,HERPUD1	FALSE	FALSE	Chaperone
c98884-g1 FAM13B (Family with sequence similarity 13, member) - emapper OG	NA	NA	FALSE	FALSE	Rho signaling
c102946-g1 1-to-1 INPP5F inositol polyphosphate-5-phosphatase F	INPP5F	INPP5F	TRUE	FALSE	Phospholipid signaling
c102946-g1 1-to-1 INPP5F inositol polyphosphate-5-phosphatase F	INPP5F	INPP5F	TRUE	FALSE	PI3K signaling
c102959-g1 pgl, Yersinia pestis (strain Pestoides F)	pgl,	pgl	FALSE	FALSE	Metabolism
c102959-g2 PKM (Pyruvate kinase) - emapper OG	PKM	PKM	FALSE	FALSE	Metabolism
c102962-g1 FCHSD1 (FCH and double SH3 domains) - emapper OG	FCHSD1	FCHSD1	FALSE	FALSE	Actin dynamics
c102962-g1 FCHSD1 (FCH and double SH3 domains) - emapper OG	FCHSD1	FCHSD1	FALSE	FALSE	Regulation of cytoskeleton at the membrane
c98479-g1 1-to-1 FAM213B family with sequence similarity 213 member B	NA	NA	TRUE	FALSE	Metabolism
c98479-g1 1-to-1 FAM213B family with sequence similarity 213 member B	NA	NA	TRUE	FALSE	NO signaling
c98479-g1 1-to-1 FAM213B family with sequence similarity 213 member B	NA	NA	TRUE	FALSE	Phospholipid signaling
c4162-g1 1-to-1 FAT1 FAT atypical cadherin 1	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c4162-g1 1-to-1 FAT1 FAT atypical cadherin 1	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c104153-g1 2-to-2 FER,FES FER tyrosine kinase	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c104153-g1 2-to-2 FER,FES FER tyrosine kinase	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102996-g1 1-to-2 TBC1D22A,TBC1D22B TBC1 domain family member 22A	TBC1D22A,TBC1D22B	TBC1D22A,TBC1D22B	FALSE	FALSE	Vesicular trafficking
c103002-g1 (VWA) - emapper OG	VWA	VWA	FALSE	FALSE	Regulation of adhesion complexes
c103014-g1 (gelsolin) - emapper OG	gelsolin	gelsolin	TRUE	TRUE	Actin dynamics
c103016-g4 1-to-1 ANKFY1 ankyrin repeat and FYVE domain containing 1	ANKFY1	ANKFY1	TRUE	FALSE	Regulation of adhesion complexes
c103016-g4 1-to-1 ANKFY1 ankyrin repeat and FYVE domain containing 1	ANKFY1	ANKFY1	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c103379-g1 FG05182.1 (Epidermal growth factor receptor pathway substrate) - emapper OG	NA	NA	FALSE	FALSE	Metabolism
c103027-g1 FMNL1 (formin like 1) - blastp	FMNL1	FMNL1	TRUE	TRUE	Actin dynamics
c103029-g3 (FYVE, RhoGEF and PH domain containing 6) - emapper OG	FYVE,RhoGEFandPHdomaincontaining6	FYVE,RhoGEFandPHdomaincontaining6	FALSE	FALSE	Phospholipid signaling
c103029-g3 (FYVE, RhoGEF and PH domain containing 6) - emapper OG	FYVE,RhoGEFandPHdomaincontaining6	FYVE,RhoGEFandPHdomaincontaining6	FALSE	FALSE	Vesicular trafficking
c102426-g1 hs-IL23R,LIFR,IFNGR1,KIRREL1,EPOR,IL6ST,ROBO2,VSIG1,C..	NA	NA	FALSE	FALSE	Regulation of inflammation
c103047-g1 1-to-1 VPS13C vacuolar protein sorting 13 homolog C	VPS13C	VPS13C	TRUE	FALSE	Lysosomes
c103047-g1 1-to-1 VPS13C vacuolar protein sorting 13 homolog C	VPS13C	VPS13C	TRUE	FALSE	Phospholipid signaling
c103047-g1 1-to-1 VPS13C vacuolar protein sorting 13 homolog C	VPS13C	VPS13C	TRUE	FALSE	Vesicular trafficking
c103052-g1 1-to-2 TBC1D17,TBC1D15 TBC1 domain family member 17	TBC1D17,TBC1D15	TBC1D17,TBC1D15	FALSE	FALSE	Vesicular trafficking
c103057-g1 1-to-2 CORO7,CORO7-PAM16 coronin 7	CORO7,CORO7-PAM16	CORO7,CORO7-PAM16	TRUE	FALSE	Actin dynamics
c103057-g1 1-to-2 CORO7,CORO7-PAM16 coronin 7	CORO7,CORO7-PAM16	CORO7,CORO7-PAM16	TRUE	FALSE	Actin network assembly
c103057-g1 1-to-2 CORO7,CORO7-PAM16 coronin 7	CORO7,CORO7-PAM16	CORO7,CORO7-PAM16	TRUE	FALSE	Vesicular trafficking
c97206-g1 1-to-1 FLCN folliculin	NA	NA	FALSE	FALSE	MTORC1 signaling
c97206-g1 1-to-1 FLCN folliculin	NA	NA	FALSE	FALSE	Vesicular trafficking
c103073-g3 1-to-2 DNAJA1,DNAJA4 DnaJ heat shock protein family (Hsp40) member A1	DNAJA1,DNAJA4	DNAJA1,DNAJA4	FALSE	FALSE	Chaperone
c103085-g1 1-to-1 NDUFS1 NADH:ubiquinone oxidoreductase core subunit S1	NDUFS1	NDUFS1	FALSE	FALSE	Metabolism
c103345-g3 FLNB (IG-FLMN) - emapper OG	NA	NA	TRUE	FALSE	Actin network assembly
c103345-g3 FLNB (IG-FLMN) - emapper OG	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c103093-g1 1-to-2 PICALM,SNAP91 phosphatidylinositol binding clathrin assembly protein	PICALM,SNAP91	PICALM,SNAP91	FALSE	FALSE	Vesicular trafficking
c103102-g1 1-to-3 PIP5K1B,PIP5K1A,PIP5K1C phosphatidylinositol-4-phosphate 5-kinase type 1 beta	PIP5K1B,PIP5K1A,PIP5K1C	PIP5K1B,PIP5K1A,PIP5K1C	TRUE	TRUE	Phospholipid signaling
c103102-g1 1-to-3 PIP5K1B,PIP5K1A,PIP5K1C phosphatidylinositol-4-phosphate 5-kinase type 1 beta	PIP5K1B,PIP5K1A,PIP5K1C	PIP5K1B,PIP5K1A,PIP5K1C	TRUE	TRUE	Regulation of cytoskeleton at the membrane
c104180-g1 5-to-8 FLT3,PDGFRA,PDGFRB,FLT4... fms related tyrosine kinase 3	NA	NA	FALSE	FALSE	Regulation of inflammation
c98609-g1 1-to-1 FOXJ3 forkhead box J3	NA	NA	FALSE	FALSE	Differentiation (muscle cell related)
c98609-g1 1-to-1 FOXJ3 forkhead box J3	NA	NA	FALSE	FALSE	Differentiation (reproductive cell related)
c103160-g3 1-to-1 SLU7 SLU7 homolog, splicing factor	SLU7	SLU7	FALSE	FALSE	RNA processing
c102786-g2 1-to-1 FOXP1 forkhead box P1	NA	NA	FALSE	FALSE	Differentiation (gland cell related)
c102786-g2 1-to-1 FOXP1 forkhead box P1	NA	NA	FALSE	FALSE	Stress-related transcription activity
c103175-g2 1-to-1 PDZD7 PDZ domain containing 7	PDZD7	PDZD7	TRUE	FALSE	Regulation of ciliary function
c103175-g2 1-to-1 PDZD7 PDZ domain containing 7	PDZD7	PDZD7	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c103177-g1 1-to-2 RASSF4,RASSF2 Ras association domain family member 4	RASSF4,RASSF2	RASSF4,RASSF2	FALSE	FALSE	Ras GTPase signaling
c103180-g2 1-to-1 CNOT3 CCR4-NOT transcription complex subunit 3	CNOT3	CNOT3	FALSE	FALSE	RNA processing
c103188-g1 1-to-1 U2SURP U2 snRNP associated SURP domain containing	U2SURP	U2SURP	FALSE	FALSE	RNA processing
c103189-g1 VPS18 (vacuolar protein sorting 18 homolog (S. cerevisiae)) - emapper OG	VPS18	VPS18	FALSE	FALSE	Vesicular trafficking
c103195-g1 1-to-2 PDE1C,PDE1A phosphodiesterase 1C	PDE1C,PDE1A	PDE1C,PDE1A	TRUE	FALSE	NO signaling
c103195-g1 1-to-2 PDE1C,PDE1A phosphodiesterase 1C	PDE1C,PDE1A	PDE1C,PDE1A	TRUE	FALSE	Regulation of calcium signaling
c98969-g3 1-to-1 GAPVD1 GTPase activating protein and VPS9 domains 1	NA	NA	FALSE	FALSE	Vesicular trafficking
c103212-g3 3-to-4 DLG1,DLG3,DLG2,DLG4 discs large MAGUK scaffold protein 1	DLG1,DLG3,DLG2,DLG4	DLG1,DLG3,DLG2,DLG4	TRUE	TRUE	Post-synaptic scaffold
c103212-g3 3-to-4 DLG1,DLG3,DLG2,DLG4 discs large MAGUK scaffold protein 1	DLG1,DLG3,DLG2,DLG4	DLG1,DLG3,DLG2,DLG4	TRUE	TRUE	Regulation of adhesion complexes
c103214-g1 1-to-1 OPLAH 5-oxoprolinase (ATP-hydrolysing)	OPLAH	OPLAH	FALSE	FALSE	Metabolism
